Q9UKT9 ENST00000346872
Q14957 ENST00000293190
Q13625 ENST00000343537
Q14956 ENST00000381990
Q9UK28 ENST00000600490
O43189 ENST00000427869
Q8WWB7 ENST00000362007
P52306 ENST00000339360
Q13627 ENST00000398960
Q8WWB5 ENST00000532211
Q8WWB3 ENST00000372202
P53634 ENST00000227266
P40337 ENST00000256474
Q9UK33 ENST00000325333
O43194 ENST00000329321
O43193 ENST00000218721
Q9UK32 ENST00000262752
Q9BT56 ENST00000256969
Q86VY9 ENST00000296978
O43155 ENST00000554746
P04632 ENST00000587718
Q9Y547 ENST00000194214
Q9Y546 ENST00000319223
O43159 ENST00000254605
Q86VY4 ENST00000322128
Q9BST9 ENST00000272430
O43157 ENST00000358536
P04637 ENST00000269305
P16619 ENST00000565629
O43156 ENST00000373448
Q6BDI9 ENST00000310791
Q9UJJ7 ENST00000007264
P16615 ENST00000539276
Q9NW81 ENST00000417807
Q01650 ENST00000261622
Q9NVW2 ENST00000349225
Q9NW82 ENST00000265107
Q9Y548 ENST00000072644
Q9HDD0 ENST00000602513
Q9UJJ9 ENST00000204679
Q96PQ6 ENST00000247956
Q02978 ENST00000225665
P17947 ENST00000227163
P17948 ENST00000282397
Q96PQ1 ENST00000291707
Q86VZ2 ENST00000330689
A6NEM1 ENST00000300515
P30926 ENST00000261751
Q86VZ1 ENST00000381297
Q96PQ7 ENST00000359687
Q96Q27 ENST00000555019
O43166 ENST00000555818
Q9UJK0 ENST00000007390
P05976 ENST00000352451
Q9BT43 ENST00000369314
O43164 ENST00000361557
Q9BT49 ENST00000215742
O43169 ENST00000512062
Q86W92 ENST00000318304
Q86VX2 ENST00000278980
Q9HDC9 ENST00000217456
O43167 ENST00000230122
Q9NVX0 ENST00000260372
Q99880 ENST00000377401
Q9NVX2 ENST00000442241
Q9HDC5 ENST00000342232
Q9BT40 ENST00000421807
Q9NW97 ENST00000400796
Q86VX9 ENST00000455683
Q9NVX7 ENST00000533290
Q99877 ENST00000449538
Q96Q15 ENST00000446231
Q8WVV4 ENST00000373145
Q8WVV5 ENST00000356709
Q96PP4 ENST00000456951
Q99873 ENST00000391851
Q02962 ENST00000370296
Q96Q11 ENST00000251607
Q99871 ENST00000600844
Q504Y3 ENST00000383768
Q9Y4U1 ENST00000401061
Q9Y561 ENST00000276654
Q504Y2 ENST00000294964
O43173 ENST00000324000
P05981 ENST00000392226
Q01638 ENST00000233954
O43172 ENST00000374198
Q99878 ENST00000333151
Q99879 ENST00000359465
Q8WVV9 ENST00000409636
Q96PP8 ENST00000370459
Q9Y566 ENST00000293441
Q9BSR8 ENST00000238831
Q86VW2 ENST00000333972
Q86VW1 ENST00000368919
Q86VW0 ENST00000428443
Q9UJL9 ENST00000411995
Q9HDB5 ENST00000557594
Q9BT30 ENST00000245812
Q99865 ENST00000374908
Q96Q04 ENST00000600059
Q8WW62 ENST00000288025
Q02952 ENST00000402676
Q9Y570 ENST00000328257
P17927 ENST00000367053
Q9Y572 ENST00000216274
Q96Q06 ENST00000301286
Q96Q05 ENST00000389328
Q01628 ENST00000399808
Q01629 ENST00000399817
Q96Q07 ENST00000403056
Q9BT23 ENST00000578402
Q9UJM3 ENST00000377482
Q9Y577 ENST00000366698
Q9BT22 ENST00000262374
O43143 ENST00000336812
Q86W74 ENST00000520552
Q86VV4 ENST00000502994
Q9Y574 ENST00000325885
O43148 ENST00000592764
O43147 ENST00000268989
Q9Y573 ENST00000396478
P04626 ENST00000269571
Q9Y576 ENST00000264607
Q9BT25 ENST00000253669
Q9BSQ5 ENST00000381112
Q9Y575 ENST00000352846
P04628 ENST00000293549
Q0VAQ4 ENST00000603864
Q9NVZ3 ENST00000443980
P04629 ENST00000524377
O43149 ENST00000381638
Q9UJM8 ENST00000378789
P54922 ENST00000357003
Q86VV8 ENST00000255674
P54920 ENST00000263354
P17931 ENST00000254301
Q8WW52 ENST00000302250
Q99853 ENST00000396057
Q8WVT3 ENST00000382110
P17936 ENST00000381083
Q9Y581 ENST00000381641
Q9Y580 ENST00000540163
Q96PN8 ENST00000373534
Q9Y4W2 ENST00000374811
Q9BT17 ENST00000317502
O43151 ENST00000409262
O43150 ENST00000281419
Q8WW59 ENST00000338146
Q96PN7 ENST00000372922
Q99856 ENST00000263620
P29973 ENST00000402813
P29972 ENST00000311813
A6NEQ0 ENST00000382659
P30968 ENST00000226413
Q9BT92 ENST00000312777
Q96PV0 ENST00000455687
Q9Y508 ENST00000244061
Q9UJF2 ENST00000367649
P15328 ENST00000393679
Q9NVS2 ENST00000372133
Q96PU8 ENST00000361752
P16662 ENST00000305231
P17987 ENST00000321394
Q96PU9 ENST00000325113
Q96PU4 ENST00000276893
Q9NVS9 ENST00000225573
Q02930 ENST00000357727
Q96PU5 ENST00000400345
P02008 ENST00000252951
P29966 ENST00000368635
P29965 ENST00000370629
Q495A1 ENST00000481065
Q9Y512 ENST00000350028
Q9Y4P1 ENST00000404914
Q6DJT9 ENST00000316981
Q9BT88 ENST00000368324
P30954 ENST00000423932
Q9BSW7 ENST00000355377
A6NER0 ENST00000327454
Q9Y4P3 ENST00000305632
Q9UJG1 ENST00000370777
Q9BT81 ENST00000304501
Q9Y4P9 ENST00000379756
Q9Y519 ENST00000361906
P15336 ENST00000264110
Q9Y4P8 ENST00000288828
Q9BSW2 ENST00000440314
Q8WVZ9 ENST00000379483
P16671 ENST00000435819
Q9NVT9 ENST00000276569
Q8WVZ7 ENST00000340112
Q02928 ENST00000310638
Q9BT78 ENST00000264389
Q9BSV6 ENST00000572746
Q9Y520 ENST00000392078
P15309 ENST00000351273
Q8WVZ1 ENST00000296326
Q9NVU0 ENST00000299853
Q9NW61 ENST00000326631
Q9BT73 ENST00000288607
Q9UJH8 ENST00000568223
Q9NW64 ENST00000199814
P15311 ENST00000367075
Q96Q45 ENST00000409883
Q96PS8 ENST00000324978
Q8WVY7 ENST00000296786
Q9NVU7 ENST00000356260
Q9NW68 ENST00000341071
Q96Q42 ENST00000264276
A8MXD5 ENST00000399770
Q495C1 ENST00000433731
Q9Y534 ENST00000306149
Q9BT67 ENST00000253814
Q9Y536 ENST00000539781
P05997 ENST00000374866
Q9Y535 ENST00000407461
Q9Y530 ENST00000479950
Q86VZ6 ENST00000283928
Q86VZ5 ENST00000361543
Q86VZ4 ENST00000239367
Q9NVV0 ENST00000374692
Q96Q40 ENST00000374598
P17980 ENST00000298852
Q9NVV2 ENST00000408991
Q9BSU3 ENST00000286794
Q9Y4R8 ENST00000262319
Q9Y4R7 ENST00000547186
Q9BSU1 ENST00000569600
P15313 ENST00000234396
Q9NVV4 ENST00000358107
Q9NVV5 ENST00000275235
Q9NW75 ENST00000366935
Q96Q35 ENST00000405148
Q8WVX9 ENST00000354817
Q9NVV9 ENST00000254250
Q96PR1 ENST00000549446
Q99895 ENST00000375949
Q8WVX3 ENST00000399075
Q495B1 ENST00000380230
Q86X40 ENST00000301981
Q6DKI2 ENST00000328114
A6NDS4 ENST00000398801
Q6DKI1 ENST00000493763
Q96QK8 ENST00000295958
Q9BTN0 ENST00000246529
Q9UKD1 ENST00000370077
Q9Y5M8 ENST00000466490
Q6DKI7 ENST00000317271
Q63ZY3 ENST00000432929
Q9Y5M1 ENST00000588043
Q86WS5 ENST00000398458
Q86X45 ENST00000250173
Q86WS4 ENST00000324616
Q86WS3 ENST00000278855
Q9UKD2 ENST00000330263
Q8WWQ0 ENST00000275034
Q9NX20 ENST00000300151
Q9NX24 ENST00000274606
Q9NWQ4 ENST00000261530
Q8WWQ8 ENST00000388887
Q9NWQ8 ENST00000220597
Q9NWQ9 ENST00000319074
Q99929 ENST00000331289
Q96QK1 ENST00000299138
Q9BTM9 ENST00000452446
A6NE52 ENST00000323662
Q86WR0 ENST00000356537
Q9Y5N1 ENST00000317393
Q6GTS8 ENST00000367136
Q9BTM1 ENST00000544848
Q6DKJ4 ENST00000336868
Q3KR37 ENST00000529750
Q9Y5N6 ENST00000219097
Q86WR7 ENST00000277570
Q86WR6 ENST00000269127
Q9UKE5 ENST00000436636
Q9Y5N5 ENST00000303775
Q9NX31 ENST00000255174
Q9NX36 ENST00000402202
Q9NX38 ENST00000322940
Q9NWR8 ENST00000394650
Q8WWP7 ENST00000307194
Q9BTL4 ENST00000292433
Q9BTL3 ENST00000304191
Q86WQ0 ENST00000331552
Q9Y600 ENST00000267085
A6NDU8 ENST00000381647
Q99909 ENST00000298396
Q9Y608 ENST00000336686
Q86X27 ENST00000367635
Q9UKF2 ENST00000369400
Q9UKF7 ENST00000580974
Q86X24 ENST00000361824
Q3KQU3 ENST00000373151
Q9Y603 ENST00000340181
Q9UKF6 ENST00000238112
Q9NX40 ENST00000508293
Q9NWS0 ENST00000596049
Q9Y606 ENST00000376649
Q495X7 ENST00000512596
Q9Y605 ENST00000507420
Q9NWS1 ENST00000358383
Q9NX45 ENST00000554962
Q9NWS6 ENST00000441876
Q9NX46 ENST00000373178
Q9NX47 ENST00000358935
Q9NWS8 ENST00000367303
Q9NWS9 ENST00000594369
Q86X29 ENST00000361790
Q9BTK6 ENST00000320330
Q9Y5P1 ENST00000328813
Q9Y5P0 ENST00000380224
A6NDV4 ENST00000377988
Q9Y613 ENST00000258201
Q9Y5P3 ENST00000545871
Q8WWN9 ENST00000422970
Q8WWN8 ENST00000239440
Q9Y619 ENST00000338625
Q9UKG4 ENST00000354042
Q9Y618 ENST00000356219
Q9Y5P8 ENST00000390665
Q6BEB4 ENST00000375281
Q9UKG1 ENST00000288266
Q9Y615 ENST00000333999
Q86WP2 ENST00000264779
Q9Y614 ENST00000374667
Q495W5 ENST00000372841
Q9Y5P4 ENST00000380494
Q9Y617 ENST00000376588
Q9NWT1 ENST00000379568
Q86X10 ENST00000262879
Q9NX52 ENST00000289248
Q9Y5P6 ENST00000308375
Q9Y616 ENST00000261233
Q9NX55 ENST00000442995
Q9NWT6 ENST00000299163
Q9UKG9 ENST00000419147
Q9NX57 ENST00000267328
Q9NWT8 ENST00000338370
Q9NX58 ENST00000452476
Q86X19 ENST00000335390
Q96QH2 ENST00000423345
Q86X83 ENST00000473414
Q9Y5I2 ENST00000307360
Q9Y5I1 ENST00000398640
Q9Y5I4 ENST00000289269
Q9Y5I3 ENST00000504120
A6NE82 ENST00000333843
Q86WW8 ENST00000328709
Q9Y5I0 ENST00000289272
Q8WWU5 ENST00000311875
Q99965 ENST00000265708
Q99962 ENST00000380607
P17900 ENST00000357164
Q99963 ENST00000434347
Q9NWM0 ENST00000305958
Q99961 ENST00000269886
Q9Y5I7 ENST00000264734
Q9NWM3 ENST00000577830
Q96R05 ENST00000294435
Q9NWM8 ENST00000222803
Q99966 ENST00000453707
Q96R06 ENST00000321765
Q99967 ENST00000367651
Q8WWU7 ENST00000368029
Q86WV5 ENST00000397640
Q3KQV9 ENST00000409858
Q9BU20 ENST00000375599
Q86WV1 ENST00000336915
Q9BU23 ENST00000474879
Q9Y5J3 ENST00000337919
P05937 ENST00000265431
Q9Y5J5 ENST00000367309
Q9UKA2 ENST00000369244
Q9UKA1 ENST00000341285
Q495Y8 ENST00000507918
Q9Y5J1 ENST00000225298
Q86X76 ENST00000368009
Q86WV6 ENST00000330794
Q3KQV3 ENST00000404801
Q99954 ENST00000226460
Q9UKA4 ENST00000025301
Q99952 ENST00000175756
Q9Y5J7 ENST00000395159
Q9Y5J6 ENST00000254616
Q9UKA9 ENST00000370197
Q9UKA8 ENST00000374395
Q9NWN3 ENST00000440021
Q9Y5J9 ENST00000504148
Q9BU19 ENST00000451251
Q9BTP7 ENST00000588258
Q8WWT9 ENST00000279027
Q99959 ENST00000070846
Q9BTP6 ENST00000317012
Q99958 ENST00000320354
Q99956 ENST00000342782
Q6DKK2 ENST00000486880
Q86WU2 ENST00000300051
Q86X60 ENST00000369390
Q9Y5K3 ENST00000379144
Q9Y5K6 ENST00000359314
Q9Y5K5 ENST00000367455
Q9UKB3 ENST00000225171
Q00341 ENST00000310931
Q86X67 ENST00000357321
Q9Y5K2 ENST00000324041
Q9UKB1 ENST00000265094
Q5XKK7 ENST00000357635
Q9Y5K1 ENST00000371263
Q99942 ENST00000453473
Q99943 ENST00000436149
Q9NX00 ENST00000253047
Q01668 ENST00000288139
Q9UKB5 ENST00000378191
Q9NX01 ENST00000268483
Q99941 ENST00000425571
Q9NX02 ENST00000571803
Q9Y5K8 ENST00000554087
Q3KQZ1 ENST00000577745
Q9NX04 ENST00000358011
Q01664 ENST00000204517
Q9NX05 ENST00000594687
Q9NX07 ENST00000373830
Q9NX08 ENST00000381571
Q9NX09 ENST00000307365
Q99946 ENST00000454112
Q99944 ENST00000455889
Q86X53 ENST00000262109
Q86X52 ENST00000254190
Q86X51 ENST00000594561
Q86WT1 ENST00000355689
Q9BU02 ENST00000288014
Q9Y5L5 ENST00000368427
Q9Y5L4 ENST00000215570
Q86X59 ENST00000335108
Q5XKL5 ENST00000342818
Q86WT6 ENST00000329464
Q9Y5L0 ENST00000265388
Q9Y5L3 ENST00000355097
Q86X55 ENST00000327064
Q9Y5L2 ENST00000257696
Q99932 ENST00000340291
Q01658 ENST00000370272
Q9NX14 ENST00000605840
Q00325 ENST00000551917
Q02985 ENST00000367425
Q9UKC9 ENST00000484457
Q8WX39 ENST00000277526
Q9NX18 ENST00000301761
Q8WWR8 ENST00000325935
Q6R327 ENST00000296782
Q99935 ENST00000399575
Q99933 ENST00000379704
Q14964 ENST00000320578
Q9NWH7 ENST00000371847
Q9NWH9 ENST00000380516
Q13630 ENST00000529064
Q7KZN9 ENST00000016171
Q13637 ENST00000367495
Q13636 ENST00000578921
Q8WWI5 ENST00000374720
Q96QC0 ENST00000429597
Q14966 ENST00000409544
Q13635 ENST00000331920
Q05BQ5 ENST00000586178
P52272 ENST00000325495
Q13634 ENST00000507958
Q13639 ENST00000360693
Q9BTE6 ENST00000409399
Q9Y5E6 ENST00000231130
Q86WK9 ENST00000374296
Q9Y5E8 ENST00000231173
Q86WK7 ENST00000320431
Q9BTE3 ENST00000360003
Q9Y5E7 ENST00000194155
Q86WK6 ENST00000369862
Q9Y5E2 ENST00000231137
Q9Y5E4 ENST00000231134
Q9BTE7 ENST00000260247
Q9Y5E3 ENST00000231136
Q8WWI1 ENST00000341547
Q495M9 ENST00000319642
Q9BTE1 ENST00000300087
Q9Y5E9 ENST00000239449
Q9BTE0 ENST00000357814
Q13643 ENST00000373016
Q14974 ENST00000290158
Q13642 ENST00000345434
Q14973 ENST00000216540
Q8WWH5 ENST00000298746
Q13641 ENST00000535040
Q8WWH4 ENST00000284629
Q14978 ENST00000405356
Q96QB1 ENST00000276297
Q86WJ1 ENST00000583055
Q9Y5F1 ENST00000239450
Q9Y5F0 ENST00000341948
Q9Y5F7 ENST00000306593
Q9Y5F6 ENST00000252087
Q9BTD3 ENST00000605646
Q9BTD8 ENST00000262633
Q9Y5F2 ENST00000354757
P52292 ENST00000571293
O94759 ENST00000397928
Q14982 ENST00000331898
Q13651 ENST00000227752
Q14980 ENST00000393695
O94763 ENST00000542441
P52298 ENST00000321256
Q96QA5 ENST00000301659
O94762 ENST00000317905
O94768 ENST00000263955
P52294 ENST00000344337
Q8WWG1 ENST00000394907
O94766 ENST00000265471
Q86WI0 ENST00000371968
Q9Y5G2 ENST00000522605
Q9Y5G1 ENST00000576222
Q96QA6 ENST00000585166
O94760 ENST00000539042
Q8WWG9 ENST00000604125
Q9Y5G8 ENST00000518069
P41597 ENST00000400888
P41595 ENST00000258400
Q9Y5G9 ENST00000571252
P41594 ENST00000418177
Q9BTC8 ENST00000405094
Q9Y5G4 ENST00000573521
Q86WI3 ENST00000262510
Q9Y5G3 ENST00000523390
P40261 ENST00000299964
Q9Y5G6 ENST00000518325
Q9Y5G5 ENST00000398604
O94769 ENST00000344604
Q14993 ENST00000322773
Q9BTC0 ENST00000395343
Q14990 ENST00000285402
Q9NWK9 ENST00000370574
Q14997 ENST00000404125
Q8WWF5 ENST00000222033
O94772 ENST00000342752
Q8WWF3 ENST00000297819
Q14995 ENST00000312521
Q14994 ENST00000367980
O94778 ENST00000219660
O94779 ENST00000279463
Q14999 ENST00000535468
O94776 ENST00000278823
O94777 ENST00000314392
Q9Y5H0 ENST00000253812
Q9Y5H2 ENST00000398587
Q8WWF8 ENST00000397367
P41587 ENST00000262178
Q9Y5H9 ENST00000526136
P41586 ENST00000396211
Q9Y5H8 ENST00000522353
Q495N2 ENST00000377713
Q9Y5H5 ENST00000532602
Q86WH2 ENST00000542104
Q9Y5H7 ENST00000529859
Q9Y5H6 ENST00000531613
Q9NWL6 ENST00000260952
P40259 ENST00000392795
Q13671 ENST00000311320
Q9UJV9 ENST00000507955
Q8WWM9 ENST00000293230
Q9NWD8 ENST00000341567
Q9NWD9 ENST00000372691
Q96QG7 ENST00000221086
Q8WWM7 ENST00000395547
O94788 ENST00000249750
Q5XKE5 ENST00000330553
Q86X02 ENST00000337231
O94782 ENST00000339950
P53567 ENST00000284000
Q9UJW0 ENST00000446090
Q9UK80 ENST00000289865
Q9UK85 ENST00000221498
Q9Y5A9 ENST00000542507
Q9UJW3 ENST00000270172
Q9UJW2 ENST00000259782
Q9UJW9 ENST00000392028
Q9Y5A6 ENST00000292450
Q13683 ENST00000555728
Q9UJW8 ENST00000221327
Q9UJW7 ENST00000588931
Q9Y5A7 ENST00000355851
Q13686 ENST00000216489
P0CB38 ENST00000421491
Q13685 ENST00000248450
Q8WWL7 ENST00000599832
Q86WN2 ENST00000448696
Q86WN1 ENST00000435817
Q9UJX2 ENST00000394886
Q9UJX0 ENST00000343939
Q9Y5B0 ENST00000299543
Q96QF0 ENST00000550536
Q9UJX6 ENST00000323927
Q9UK96 ENST00000432825
Q9UJX5 ENST00000315368
Q9UJX4 ENST00000607064
Q9UJX3 ENST00000455511
Q8WWL2 ENST00000378247
Q9UK99 ENST00000265651
Q9Y5B6 ENST00000574159
Q9Y5B9 ENST00000216297
Q9Y5B8 ENST00000367811
Q9UK97 ENST00000244426
Q9NWF4 ENST00000424747
Q13698 ENST00000362061
Q8WWK9 ENST00000378037
Q96QE3 ENST00000321990
Q9NWF9 ENST00000389902
Q96QE2 ENST00000280871
Q96QE5 ENST00000581216
P53582 ENST00000296411
Q96QE4 ENST00000341671
Q9UJY1 ENST00000281938
Q9Y5C1 ENST00000371129
P0CAP1 ENST00000267853
Q9UJY5 ENST00000343632
Q9UJY4 ENST00000309859
Q96QD5 ENST00000241051
Q96QD8 ENST00000256689
P53597 ENST00000393868
Q3KR16 ENST00000396988
P0CAP2 ENST00000299638
Q6S5L8 ENST00000332408
Q96QD9 ENST00000241502
A6NED2 ENST00000556618
Q9UJZ1 ENST00000356493
Q9NWH2 ENST00000400788
Q9BTF0 ENST00000505747
P28324 ENST00000357992
Q9UJ14 ENST00000336431
A8MXV4 ENST00000397061
A8MXV6 ENST00000399044
P54619 ENST00000316299
Q6YFQ2 ENST00000590900
Q9BRZ2 ENST00000306085
O95793 ENST00000371856
P17676 ENST00000303004
Q9HCJ3 ENST00000294428
Q9HCJ6 ENST00000302536
Q9HCJ5 ENST00000252744
Q9HCJ0 ENST00000588061
Q9HCJ2 ENST00000278198
Q9HCJ1 ENST00000284268
Q9Y3Z3 ENST00000262878
P28335 ENST00000276198
Q9UIQ6 ENST00000231368
P28332 ENST00000394899
P28330 ENST00000233710
P28331 ENST00000455934
Q5FVE4 ENST00000252669
P55957 ENST00000317361
P15018 ENST00000249075
Q9HCI7 ENST00000309993
Q9HCI6 ENST00000370733
P17677 ENST00000393780
Q9HCI5 ENST00000597016
Q9BRY0 ENST00000269740
P28329 ENST00000337653
P67936 ENST00000538887
P28328 ENST00000419564
P28325 ENST00000304710
P30622 ENST00000540338
Q9BRX9 ENST00000242796
Q9UJ37 ENST00000225276
Q9BRX8 ENST00000372187
P28300 ENST00000231004
P30626 ENST00000265729
Q96P71 ENST00000246190
Q9BRX2 ENST00000274311
Q9BS91 ENST00000492406
Q9HCH5 ENST00000354566
Q96P70 ENST00000361565
Q9BRX5 ENST00000426538
Q96P69 ENST00000382487
Q9HCH3 ENST00000244751
Q96P65 ENST00000394427
Q96P64 ENST00000448048
Q9HCH0 ENST00000335999
Q96P66 ENST00000298110
A8MXY4 ENST00000397104
Q9UJ41 ENST00000450873
Q9NVA1 ENST00000374385
P31942 ENST00000265866
P31941 ENST00000249116
Q9NVA2 ENST00000541121
Q9UIS9 ENST00000457839
P31944 ENST00000427043
P30613 ENST00000342741
Q9NVA4 ENST00000296582
P31943 ENST00000356731
P31946 ENST00000372839
Q5MJ68 ENST00000377185
P31948 ENST00000305218
P31947 ENST00000339276
Q9HCG8 ENST00000410053
Q96P63 ENST00000269491
P17661 ENST00000373960
Q5BIV9 ENST00000541506
Q9BS86 ENST00000046087
P54646 ENST00000371244
Q9HCG7 ENST00000378103
P17655 ENST00000295006
Q9HCG1 ENST00000599056
P16333 ENST00000288986
P17658 ENST00000280684
Q96P53 ENST00000298125
Q96P56 ENST00000321596
P31949 ENST00000271638
P04350 ENST00000540257
Q5MJ70 ENST00000379579
Q9Y3U8 ENST00000347512
Q9Y468 ENST00000418998
Q9Y467 ENST00000327430
P27037 ENST00000241416
Q9UIL1 ENST00000506597
Q14802 ENST00000535103
Q9Y463 ENST00000593685
Q8WVC0 ENST00000299601
Q9Y466 ENST00000368986
P29692 ENST00000442189
Q9UIL4 ENST00000443060
Q14807 ENST00000160827
P28360 ENST00000382723
Q9UIL8 ENST00000378319
Q9NUY8 ENST00000394144
Q8WVC6 ENST00000588499
P39019 ENST00000593863
P30685 ENST00000359635
Q9HCN8 ENST00000248958
P16389 ENST00000440270
P15056 ENST00000288602
Q9HCN4 ENST00000407583
Q86VE0 ENST00000322217
Q9HCN3 ENST00000431232
Q70J99 ENST00000412096
Q9HCN6 ENST00000570488
P39023 ENST00000216146
P16383 ENST00000321027
Q9HCN2 ENST00000531399
Q9Y473 ENST00000262259
Q9Y3V2 ENST00000370202
P28358 ENST00000249501
Q9Y478 ENST00000229328
Q9UIM3 ENST00000443350
Q8WVB3 ENST00000337014
P30679 ENST00000262958
Q14814 ENST00000348159
Q9NUZ1 ENST00000439055
P28370 ENST00000371122
P55916 ENST00000314032
Q8WVB6 ENST00000455171
Q9HCM7 ENST00000434748
Q9HCM9 ENST00000550282
P42658 ENST00000377770
Q86VD1 ENST00000232603
Q9HCM3 ENST00000422774
Q9HCM2 ENST00000321063
Q9HCM4 ENST00000263713
Q9HCM1 ENST00000312561
Q9Y484 ENST00000322995
Q9Y483 ENST00000370298
Q86VD7 ENST00000318596
A8MXZ3 ENST00000398470
P31997 ENST00000244336
Q9Y485 ENST00000311085
P28340 ENST00000599857
Q9Y487 ENST00000330342
P17693 ENST00000428701
P31994 ENST00000358671
P15036 ENST00000360938
Q9HCL2 ENST00000423155
Q9HCL3 ENST00000270001
Q9HCL0 ENST00000344876
Q9XRX5 ENST00000370940
P28336 ENST00000258042
Q9Y490 ENST00000314888
Q9Y3X0 ENST00000221922
P28356 ENST00000249499
Q13501 ENST00000389805
Q14832 ENST00000361669
Q14831 ENST00000402647
Q9UJ04 ENST00000420283
A8K0R7 ENST00000442396
Q13505 ENST00000368376
Q9Y496 ENST00000378746
Q13503 ENST00000282892
Q14833 ENST00000374181
Q13509 ENST00000315491
Q14839 ENST00000309577
Q13508 ENST00000355810
Q13507 ENST00000379645
Q13506 ENST00000409581
Q9HCK8 ENST00000557364
Q9HCK5 ENST00000373210
Q9HCK4 ENST00000487694
Q9HCK1 ENST00000374423
Q9HCK0 ENST00000373654
Q9Y3Y4 ENST00000302000
A6NFN3 ENST00000415831
Q5MIZ7 ENST00000345102
Q86VB7 ENST00000359156
Q68G74 ENST00000294638
Q68G75 ENST00000367153
Q9Y3Y2 ENST00000368694
P28347 ENST00000361905
Q9Y3Q4 ENST00000261917
Q86V88 ENST00000288087
Q86UW7 ENST00000449022
Q9Y3Q3 ENST00000299705
Q9BS34 ENST00000366503
Q86V87 ENST00000450006
Q86UW6 ENST00000261435
Q86V86 ENST00000360612
Q9BRR3 ENST00000374851
Q9Y426 ENST00000380486
Q86V85 ENST00000376958
Q9BRR9 ENST00000356411
Q9Y3Q0 ENST00000534061
Q9BRR8 ENST00000170564
Q86UW2 ENST00000334287
Q9Y421 ENST00000263384
Q9BRR6 ENST00000311669
Q86V81 ENST00000331204
Q86UW1 ENST00000296327
Q9HCB6 ENST00000576479
Q9Y3Q8 ENST00000300181
Q9BS31 ENST00000354957
Q9BRR0 ENST00000252211
Q9NV64 ENST00000319172
Q9UIH9 ENST00000296233
Q86UW9 ENST00000430490
Q99766 ENST00000311459
Q9NUU6 ENST00000274217
Q9NV66 ENST00000359626
Q01523 ENST00000330590
Q01524 ENST00000297436
Q9NUU7 ENST00000302243
Q99767 ENST00000558259
Q8WUU4 ENST00000303809
Q8WUU5 ENST00000287957
Q8WV60 ENST00000380639
Q96P09 ENST00000426466
Q8WUU8 ENST00000296776
Q9Y3R5 ENST00000399151
Q86UV7 ENST00000437796
Q9BRQ4 ENST00000434758
Q86UV6 ENST00000285805
Q9BRQ3 ENST00000279206
Q9Y3R4 ENST00000233840
Q86UV5 ENST00000308271
Q9UII4 ENST00000264350
Q9BRQ8 ENST00000307864
Q9Y3R0 ENST00000359742
Q9UII2 ENST00000335514
Q9BRQ6 ENST00000290913
Q9BS26 ENST00000262455
Q9BRQ5 ENST00000318663
Q9NV70 ENST00000381295
Q9UII6 ENST00000372700
Q9NV72 ENST00000391785
Q9UII5 ENST00000395391
Q9BRQ0 ENST00000368457
Q5MJ09 ENST00000370503
Q5MJ08 ENST00000446864
Q99755 ENST00000368888
Q9NUV9 ENST00000255945
Q9NV79 ENST00000308824
Q02846 ENST00000254854
Q8WUT4 ENST00000378858
Q99750 ENST00000230321
Q9BRP8 ENST00000408946
Q9BS18 ENST00000514612
Q8WUT9 ENST00000217909
Q99759 ENST00000579585
Q99757 ENST00000216185
Q01518 ENST00000372805
Q99758 ENST00000301732
Q9Y446 ENST00000331563
Q8N9W8 ENST00000311864
Q86UU5 ENST00000334928
Q9Y448 ENST00000249776
Q9BRP1 ENST00000246535
Q8N9W5 ENST00000527223
Q9BRP0 ENST00000278780
Q8N9W6 ENST00000321801
Q9Y3S2 ENST00000262990
Q9UIJ5 ENST00000262096
Q9BRP7 ENST00000260257
Q86UU1 ENST00000361417
Q9Y3S1 ENST00000297954
Q9BS16 ENST00000514814
Q86UU0 ENST00000334801
A6NFQ2 ENST00000441159
Q9BRP4 ENST00000310571
Q9UIJ7 ENST00000381809
Q86UU9 ENST00000334568
Q8WV44 ENST00000315073
Q9NUW8 ENST00000393454
Q9NV88 ENST00000521022
Q02833 ENST00000344375
Q99742 ENST00000602212
Q99743 ENST00000335681
Q99741 ENST00000209728
Q8WV41 ENST00000308527
Q9Y450 ENST00000367837
Q8WV48 ENST00000426546
Q99748 ENST00000303212
Q8WUS8 ENST00000328945
Q8N9W4 ENST00000312015
Q99747 ENST00000322897
Q8N9V6 ENST00000360589
Q86UT5 ENST00000392817
Q8N9V7 ENST00000309765
Q9Y3T6 ENST00000411463
Q9Y3T9 ENST00000327044
Q9Y458 ENST00000373296
Q9UIK5 ENST00000272771
Q9UIK4 ENST00000558069
Q9NV92 ENST00000218652
Q86V59 ENST00000313683
Q9NUX5 ENST00000357628
Q9NV96 ENST00000230461
Q86UT8 ENST00000334418
Q86UT6 ENST00000292199
Q99733 ENST00000380542
Q99731 ENST00000311925
Q99732 ENST00000381810
Q9BRN9 ENST00000333202
A6NFR6 ENST00000448248
Q9Y462 ENST00000360700
Q8WUR7 ENST00000451195
Q8WV37 ENST00000468240
Q8N9V2 ENST00000332517
Q8N9V3 ENST00000359774
Q99735 ENST00000265498
Q8WV35 ENST00000409509
Q9BRV8 ENST00000369528
P31930 ENST00000203407
Q9Y3M2 ENST00000396811
